Product Desc,Qty,Total Cost,Total Cost %,Total Profit,Total Profit %,Branch,Service Type,Category,Section,RevenueFixed,ProfitMargin
FRAMBOISE CHEESE CAKE,199.0,48266.46,67.07,23700.51,32.93,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,71966.97,0.32932482776473704
LAZY CAKE,1077.0,160652.5,47.14,180145.64,52.86,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,340798.14,0.5285992464630236
LOTUS CHEESE CAKE,238.0,57387.56,66.46,28964.1,33.54,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,86351.66,0.3354203034429216
ORANGE CAKE,491.0,29918.88,21.27,110762.2,78.73,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,140681.08,0.7873283315709547
RED VELVET CAKE,299.0,44600.83,49.65,45221.09,50.35,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,89821.92,0.5034527206721923
RED VELVET MUFFIN_,27.0,1055.46,19.66,4313.91,80.34,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,5369.37,0.8034294526173461
VANILLA MUFFIN,338.0,8908.39,13.75,55884.4,86.25,Stories Bayada,TABLE,FOOD,COFFEE PASTRY,64792.79,0.8625095477444327
Total By Division:,5540.0,615822.37,41.95,852093.79,58.05,Stories Bayada,TABLE,FOOD,22-Jan-26,1467916.1600000001,0.5804785131597706
GINGERBREAD COOKIES,1.0,99.34,33.08,200.96,66.92,Stories Bayada,TABLE,FOOD,COOKIES,300.3,0.6691974691974693
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,873.0,78133.5,28.19,199013.65,71.81,Stories Bayada,TABLE,FOOD,COOKIES,277147.15,0.7180793668634152
NY STYLE COOKIE - DOUBLE CHOCOLATE,254.0,22733.0,28.96,55774.51,71.04,Stories Bayada,TABLE,FOOD,COOKIES,78507.51000000001,0.7104353456121586
Total By Division:,1128.0,100965.85,28.36,254989.11,71.64,Stories Bayada,TABLE,FOOD,COOKIES,355954.95999999996,0.7163521755673808
ALMOND CROISSANT,467.0,44582.93,45.06,54350.4,54.94,Stories Bayada,TABLE,FOOD,CROISSANT,98933.33,0.5493638999111826
CHEESE CROISSANT,2179.0,182019.13,40.66,265590.24,59.34,Stories Bayada,TABLE,FOOD,CROISSANT,447609.37,0.593352726284528
CHOCOLATE CROISSANT,1451.0,121206.87,40.57,177585.45,59.43,Stories Bayada,TABLE,FOOD,CROISSANT,298792.32,0.5943440915750445
OLIVE CROISSANT,362.0,28079.13,37.48,46842.79,62.52,Stories Bayada,TABLE,FOOD,CROISSANT,74921.92,0.6252214305239375
PLAIN CROISSANT,590.0,42983.27,38.32,69196.91,61.68,Stories Bayada,TABLE,FOOD,CROISSANT,112180.18,0.616837216699064
THYME CROISSANT,987.0,76558.3,40.77,111231.07,59.23,Stories Bayada,TABLE,FOOD,CROISSANT,187789.37,0.5923182446375959
Total By Division:,6036.0,495429.64,40.6,724796.86,59.4,Stories Bayada,TABLE,FOOD,CROISSANT,1220226.5,0.5939855100671884
CHOCOLATE SALTED CAKE,168.0,24057.6,43.83,30831.29,56.17,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,54888.89,0.5617036525970921
CHRISTMAS ORIGINAL ECLAIR,231.0,44105.6,75.18,14564.67,24.82,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,58670.27,0.24824617306175684
CHRISTMAS PISTACHIO ECLAIR,14.0,2673.07,52.98,2371.98,47.02,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,5045.05,0.47015985966442353
ECLAIR CARAMEL,4.0,525.07,54.12,445.2,45.88,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,970.27,0.4588413534377029
ECLAIR CHOCOLAT,523.0,68652.47,51.8,63891.59,48.2,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,132544.06,0.4820403871738952
ECLAIR COFFEE,20.0,2625.33,48.33,2807.1,51.67,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,5432.43,0.5167300821179471
ECLAIR ORIGINAL,437.0,57363.53,51.82,53330.97,48.18,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,110694.5,0.48178518354570465
FONDANT AU CHOCOLAT,709.0,148062.83,59.96,98860.59,40.04,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,246923.41999999998,0.40036943437767064
MACARONS,883.0,129475.03,54.57,107800.65,45.43,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,237275.68,0.45432658753733207
TARTE AU CHOCOLAT,28.0,3842.53,58.81,2690.8,41.19,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,6533.33,0.41185735298844545
Total By Division:,3017.0,481383.06,56.04,377594.84,43.96,Stories Bayada,TABLE,FOOD,FRENCH PASTRY,858977.9,0.4395862105416216
ARABESCHI COCCO SNAK,29.0,1323.94,50.67,1288.68,49.33,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,2612.62,0.4932519845978367
BLUEBERRIES,610.0,18198.33,42.92,24203.83,57.08,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,42402.16,0.5708159678657879
BLUEBERRIES COMBO,13356.0,398454.0,0.0,-398454.0,100.0,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,0.0,
BLUEBERRY YOGHURT COMBO MEDIUM,1098.4,93221.63,21.4,342428.7,78.6,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,435650.33,0.7860173088816437
BLUEBERRY YOGHURT COMBO SMALL,4262.6,275332.15,19.44,1141141.73,80.56,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,1416473.88,0.8056214421687748
BLUEBERRY YOGHURT COMBO X-LARGE,100.5,13814.72,26.15,39022.54,73.85,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,52837.26,0.7385420818566292
BLUEBERRY YOGHURT MEDIUM,34.5,2928.03,25.32,8634.73,74.68,Stories Bayada,TABLE,FOOD,FROZEN YOGHURT,11562.76,0.7467706672109427
BLUEBERRY YOGHURT SMALL,80.0,5167.4,21.26,19142.12,78.74,Stories Bayada,TABLE,FOOD,22-Jan-26,24309.519999999997,0.7874330714880426
BLUEBERRY YOGHURT X-LARGE,16.5,2268.09,29.52,5415.69,70.48,Stories Bayada,TABLE,FOOD,22-Jan-26,7683.78,0.7048210646322512
BROWNIES,13.0,240.15,27.49,633.31,72.51,Stories Bayada,TABLE,FOOD,22-Jan-26,873.4599999999999,0.7250589609140659
BROWNIES COMBO,1611.0,29759.68,0.0,-29759.68,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
CHOCOLATE CHIPS,146.0,1302.34,12.7,8952.43,87.3,Stories Bayada,TABLE,FOOD,22-Jan-26,10254.77,0.873001539771248
CHOCOLATE CHIPS COMBO,5110.0,45582.05,0.0,-45582.05,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
CHOCOLATE CRUNCH,1541.0,73222.72,46.71,83540.25,53.29,Stories Bayada,TABLE,FOOD,22-Jan-26,156762.97,0.532908058580416
CHOCOLATE QUELLA,2176.0,71878.1,32.7,147910.37,67.3,Stories Bayada,TABLE,FOOD,22-Jan-26,219788.47,0.6729669213312236
CHOCOLATE QUELLA CRUNCH,50.0,2918.06,57.59,2149.21,42.41,Stories Bayada,TABLE,FOOD,22-Jan-26,5067.27,0.42413567858037954
CHOCOLATE YOGHURT COMBO MEDIUM,980.5,73805.25,19.13,311993.93,80.87,Stories Bayada,TABLE,FOOD,22-Jan-26,385799.18,0.8086951610420737
CHOCOLATE YOGHURT COMBO SMALL,4131.2,237108.41,17.54,1114510.51,82.46,Stories Bayada,TABLE,FOOD,22-Jan-26,1351618.92,0.8245745109871649
CHOCOLATE YOGHURT COMBO X-LARGE,61.0,7448.36,23.37,24417.14,76.63,Stories Bayada,TABLE,FOOD,22-Jan-26,31865.5,0.7662562959941002
CHOCOLATE YOGHURT MEDIUM,26.5,1994.74,22.44,6895.95,77.56,Stories Bayada,TABLE,FOOD,22-Jan-26,8890.69,0.7756372115100177
CHOCOLATE YOGHURT SMALL,101.5,5825.55,19.37,24247.97,80.63,Stories Bayada,TABLE,FOOD,22-Jan-26,30073.52,0.806289719327834
CHOCOLATE YOGHURT X-LARGE,6.5,793.68,26.81,2166.68,73.19,Stories Bayada,TABLE,FOOD,22-Jan-26,2960.3599999999997,0.7318974719290897
CRUMBOLE PISTACHIO,1.0,56.3,56.3,43.7,43.7,Stories Bayada,TABLE,FOOD,22-Jan-26,100.0,0.43700000000000006
CRUMBOLE RED BERRIES,7.0,250.35,35.66,451.75,64.34,Stories Bayada,TABLE,FOOD,22-Jan-26,702.1,0.6434268622703319
GRANOLLA,87.0,464.97,8.27,5156.18,91.73,Stories Bayada,TABLE,FOOD,22-Jan-26,5621.150000000001,0.9172820508258985
GRANOLLA COMBO,5324.0,28453.74,0.0,-28453.74,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
GUMMY BEARS,162.0,1196.17,11.47,9231.82,88.53,Stories Bayada,TABLE,FOOD,22-Jan-26,10427.99,0.88529237178018
GUMMY BEARS COMBO,6494.0,47950.07,0.0,-47950.07,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
HONEY,457.0,4106.19,12.91,27690.21,87.09,Stories Bayada,TABLE,FOOD,22-Jan-26,31796.399999999998,0.870859908668906
HONEY COMBO,142.0,1275.88,0.0,-1275.88,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
LOTUS BISCUIT COMBO,6355.0,69307.81,0.0,-69307.81,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
LOTUS BISCUITS,119.0,1297.82,16.88,6391.19,83.12,Stories Bayada,TABLE,FOOD,22-Jan-26,7689.009999999999,0.8312110401729221
LOTUS SPREAD YOGHURT COMBO MEDIUM,60.0,4172.24,17.81,19251.18,82.19,Stories Bayada,TABLE,FOOD,22-Jan-26,23423.42,0.8218774201205461
LOTUS SPREAD YOGHURT COMBO SMALL,188.0,9981.44,15.65,53802.34,84.35,Stories Bayada,TABLE,FOOD,22-Jan-26,63783.78,0.843511312750671
LOTUS SPREAD YOGHURT COMBO X-LARGE,3.0,338.78,22.12,1192.75,77.88,Stories Bayada,TABLE,FOOD,22-Jan-26,1531.53,0.7787963670316612
LOTUS SPREAD YOGHURT MEDIUM,1.0,69.54,21.05,260.79,78.95,Stories Bayada,TABLE,FOOD,22-Jan-26,330.33000000000004,0.7894832440286985
LOTUS SPREAD YOGHURT SMALL,8.5,451.29,27.32,1200.36,72.68,Stories Bayada,TABLE,FOOD,22-Jan-26,1651.6499999999999,0.7267641449459631
LOTUS SPREAD YOGHURT X-LARGE,1.0,112.93,25.07,337.52,74.93,Stories Bayada,TABLE,FOOD,22-Jan-26,450.45,0.7492951492951493
LOTUS YOGHURT COMBO MEDIUM,404.0,51489.45,32.61,106409.95,67.39,Stories Bayada,TABLE,FOOD,22-Jan-26,157899.4,0.6739097805311484
LOTUS YOGHURT COMBO SMALL,1738.0,167763.22,31.73,361023.27,68.27,Stories Bayada,TABLE,FOOD,22-Jan-26,528786.49,0.682739209165499
LOTUS YOGHURT COMBO X-LARGE,37.5,7709.47,40.04,11542.93,59.96,Stories Bayada,TABLE,FOOD,22-Jan-26,19252.4,0.5995579771872598
LOTUS YOGHURT MEDIUM,5.5,700.97,38.55,1117.35,61.45,Stories Bayada,TABLE,FOOD,22-Jan-26,1818.32,0.6144957983193277
LOTUS YOGHURT SMALL,25.0,2413.16,32.51,5009.21,67.49,Stories Bayada,TABLE,FOOD,22-Jan-26,7422.37,0.6748801258897091
LOTUS YOGHURT X-LARGE,0.5,102.79,44.05,130.54,55.95,Stories Bayada,TABLE,FOOD,22-Jan-26,233.32999999999998,0.5594651352162173
MANGO,602.0,7392.84,17.61,34598.69,82.39,Stories Bayada,TABLE,FOOD,22-Jan-26,41991.53,0.8239444954732539
MANGO COMBO,10570.0,129804.46,0.0,-129804.46,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
MANGO YOGHURT COMBO MEDIUM,1178.0,100690.82,21.68,363646.42,78.32,Stories Bayada,TABLE,FOOD,22-Jan-26,464337.24,0.7831515301249583
MANGO YOGHURT COMBO SMALL,4601.9,299338.91,19.75,1216032.41,80.25,Stories Bayada,TABLE,FOOD,22-Jan-26,1515371.3199999998,0.8024649760429675
MANGO YOGHURT COMBO X-LARGE,125.5,17372.85,26.3,48672.95,73.7,Stories Bayada,TABLE,FOOD,22-Jan-26,66045.79999999999,0.7369575355283758
MANGO YOGHURT MEDIUM,26.5,2265.12,25.26,6703.65,74.74,Stories Bayada,TABLE,FOOD,22-Jan-26,8968.77,0.7474436293939971
MANGO YOGHURT SMALL,100.0,6504.68,21.71,23453.49,78.29,Stories Bayada,TABLE,FOOD,22-Jan-26,29958.170000000002,0.782874588134055
MANGO YOGHURT X-LARGE,6.5,899.79,30.82,2019.58,69.18,Stories Bayada,TABLE,FOOD,22-Jan-26,2919.37,0.6917862415521157
MARSHMALLOW,268.0,1599.07,9.3,15593.61,90.7,Stories Bayada,TABLE,FOOD,22-Jan-26,17192.68,0.9069912311518623
MARSHMALLOW COMBO,8177.0,48789.43,0.0,-48789.43,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
MIXED NUTS,168.0,2586.19,24.16,8116.57,75.84,Stories Bayada,TABLE,FOOD,22-Jan-26,10702.76,0.75836232896935
MIXED NUTS COMBO,3112.0,47906.13,0.0,-47906.13,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
OATS,15.0,34.46,3.56,932.57,96.44,Stories Bayada,TABLE,FOOD,22-Jan-26,967.0300000000001,0.96436511793843
OATS COMBO,425.0,976.3,0.0,-976.3,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
OREO,133.0,1092.14,12.9,7371.76,87.1,Stories Bayada,TABLE,FOOD,22-Jan-26,8463.9,0.8709649216082421
OREO COMBO,6489.0,53285.06,0.0,-53285.06,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
OREO CREAM YOGHURT COMBO MEDIUM,186.5,18690.79,25.76,53871.07,74.24,Stories Bayada,TABLE,FOOD,22-Jan-26,72561.86,0.7424157815138697
OREO CREAM YOGHURT COMBO SMALL,836.5,63660.81,23.71,204852.85,76.29,Stories Bayada,TABLE,FOOD,22-Jan-26,268513.66000000003,0.7629140729749093
OREO CREAM YOGHURT COMBO X-LARGE,15.5,2511.27,31.13,5555.4,68.87,Stories Bayada,TABLE,FOOD,22-Jan-26,8066.67,0.6886856658323695
OREO CREAM YOGHURT MEDIUM,6.5,651.42,30.07,1515.25,69.93,Stories Bayada,TABLE,FOOD,22-Jan-26,2166.67,0.6993450779306493
OREO CREAM YOGHURT SMALL,10.5,799.09,26.79,2184.24,73.21,Stories Bayada,TABLE,FOOD,22-Jan-26,2983.33,0.7321483040763174
ORIGINAL YOGHURT COMBO MEDIUM,1467.5,148057.77,25.59,430438.45,74.41,Stories Bayada,TABLE,FOOD,22-Jan-26,578496.22,0.7440644123828501
ORIGINAL YOGHURT COMBO SMALL,6923.4,530388.62,22.94,1782028.2,77.06,Stories Bayada,TABLE,FOOD,22-Jan-26,2312416.82,0.7706345087041877
ORIGINAL YOGHURT COMBO X-LARGE,135.0,22017.58,31.02,48968.76,68.98,Stories Bayada,TABLE,FOOD,22-Jan-26,70986.34,0.6898335651619735
ORIGINAL YOGHURT MEDIUM,71.0,7163.27,30.13,16613.0,69.87,Stories Bayada,TABLE,FOOD,22-Jan-26,23776.27,0.6987218768965864
ORIGINAL YOGHURT SMALL,225.0,17236.83,25.56,50209.48,74.44,Stories Bayada,TABLE,FOOD,22-Jan-26,67446.31,0.7444362782782336
ORIGINAL YOGHURT X-LARGE,70.5,11498.07,36.04,20409.14,63.96,Stories Bayada,TABLE,FOOD,22-Jan-26,31907.21,0.639640382220821
PINEAPPLE,564.0,10334.6,28.19,26331.65,71.81,Stories Bayada,TABLE,FOOD,22-Jan-26,36666.25,0.7181440698189753
PINEAPPLE COMBO,6852.0,125554.37,0.0,-125554.37,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
PISTACHIO CRUNCH,1729.0,130647.29,74.63,44412.14,25.37,Stories Bayada,TABLE,FOOD,22-Jan-26,175059.43,0.2536975014713575
PISTACHIO YOGHURT COMBO MEDIUM,10.0,3252.25,64.98,1753.0,35.02,Stories Bayada,TABLE,FOOD,22-Jan-26,5005.25,0.3502322561310624
PISTACHIO YOGHURT COMBO SMALL,42.5,10406.49,66.53,5236.3,33.47,Stories Bayada,TABLE,FOOD,22-Jan-26,15642.79,0.334742076061879
PISTACHIO YOGHURT COMBO X-LARGE,1.5,783.04,82.43,166.96,17.57,Stories Bayada,TABLE,FOOD,22-Jan-26,950.0,0.17574736842105265
PISTACHIO YOGHURT MEDIUM,1.0,325.23,65.64,170.27,34.36,Stories Bayada,TABLE,FOOD,22-Jan-26,495.5,0.3436326942482341
PISTACHIO YOGHURT SMALL,3.0,734.58,85.37,125.84,14.63,Stories Bayada,TABLE,FOOD,22-Jan-26,860.4200000000001,0.14625415494758373
POMEGRANATE YOGHURT COMBO MEDIUM,218.5,19556.3,22.82,66147.03,77.18,Stories Bayada,TABLE,FOOD,22-Jan-26,85703.33,0.7718140006928552
POMEGRANATE YOGHURT COMBO SMALL,1101.0,74941.37,21.61,271834.01,78.39,Stories Bayada,TABLE,FOOD,22-Jan-26,346775.38,0.7838907421859073
POMEGRANATE YOGHURT COMBO X-LARGE,14.0,2028.2,27.27,5408.47,72.73,Stories Bayada,TABLE,FOOD,22-Jan-26,7436.67,0.7272704046300293
POMEGRANATE YOGHURT MEDIUM,4.0,358.01,27.54,941.99,72.46,Stories Bayada,TABLE,FOOD,22-Jan-26,1300.0,0.7246076923076923
POMEGRANATE YOGHURT SMALL,20.5,1395.37,23.03,4664.63,76.97,Stories Bayada,TABLE,FOOD,22-Jan-26,6060.0,0.7697409240924092
POMEGRANATE YOGHURT X-LARGE,1.5,217.31,33.43,432.69,66.57,Stories Bayada,TABLE,FOOD,22-Jan-26,650.0,0.665676923076923
QUELLA PISTACCIO,39.0,2867.1,73.28,1045.52,26.72,Stories Bayada,TABLE,FOOD,22-Jan-26,3912.62,0.2672173633013173
SPRINKLES,65.0,244.34,5.73,4017.77,94.27,Stories Bayada,TABLE,FOOD,22-Jan-26,4262.11,0.9426715875470132
SPRINKLES COMBO,3248.0,12209.23,0.0,-12209.23,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
STRAWBERRY,857.0,12437.35,20.78,47407.69,79.22,Stories Bayada,TABLE,FOOD,22-Jan-26,59845.04,0.7921740882786611
STRAWBERRY COMBO,18628.0,270341.86,0.0,-270341.86,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP BLUEBERRY,3615.0,34667.55,0.0,-34667.55,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP CHOCOLATE,5573.0,48096.03,0.0,-48096.03,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP LOTUS SPREAD,308.0,2067.95,0.0,-2067.95,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP MANGO,4954.0,47808.51,0.0,-47808.51,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP OREO,2637.0,29335.96,0.0,-29335.96,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP ORIGINAL YOUGHURT,5778.0,56910.38,0.0,-56910.38,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP PISTACHIO,201.0,6758.71,0.0,-6758.71,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP POMEGRANATE,3391.0,24935.14,0.0,-24935.14,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
TASTING CUP SPECULOSE LOTUS,2274.0,31489.88,0.0,-31489.88,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
VARIEGATO WAFER,149.0,7401.2,49.67,7498.8,50.33,Stories Bayada,TABLE,FOOD,22-Jan-26,14900.0,0.503275167785235
WAFER ROLL,60.0,426.37,10.91,3481.86,89.09,Stories Bayada,TABLE,FOOD,22-Jan-26,3908.23,0.8909045782873577
WAFER ROLL COMBO,4679.5,33253.16,0.0,-33253.16,100.0,Stories Bayada,TABLE,FOOD,22-Jan-26,0.0,
Total By Division:,170126.0,4307250.78,37.66,7128829.67,62.34,Stories Bayada,TABLE,FOOD,22-Jan-26,11436080.45,0.623363022074578
BEETROOT CUP,18.0,1363.98,36.05,2419.8,63.95,Stories Bayada,TABLE,FOOD,GRAB&GO FOOD,3783.78,0.6395192109477824
BOUMALI CUP,482.0,56943.48,59.62,38564.81,40.38,Stories Bayada,TABLE,FOOD,GRAB&GO FOOD,95508.29000000001,0.40378494892956407
CHOCOLATE SP/MO,62.0,4698.15,36.05,8334.88,63.95,Stories Bayada,TABLE,FOOD,GRAB&GO FOOD,13033.029999999999,0.6395197432983735
FREEZE DROPS STRAWBERRY,805.0,109512.2,68.19,51081.13,31.81,Stories Bayada,TABLE,FOOD,GRAB&GO FOOD,160593.33,0.31807753161354835
HONEY PEANUT ST BITES,124.0,6658.8,33.12,13449.31,66.88,Stories Bayada,TABLE,FOOD,GRAB&GO FOOD,20108.11,0.668850031156583
MAK BAR CHOCOLATE CRUNCH,8.0,549.66,29.33,1324.22,70.67,Stories Bayada,TABLE,FOOD,GRAB&GO FOOD,1873.88,0.7066727858774308
MAK BAR PRO COOKIES CREAM,8.0,669.89,29.66,1588.36,70.34,Stories Bayada,TABLE,FOOD,22-Jan-26,2258.25,0.7033587955275102
MAK BAR PRO VANILLE,4.0,334.95,29.66,794.18,70.34,Stories Bayada,TABLE,FOOD,22-Jan-26,1129.1299999999999,0.7033556809224801
MAK BAR WHITE ALMOND CRUNCH,6.0,412.24,29.33,993.16,70.67,Stories Bayada,TABLE,FOOD,22-Jan-26,1405.4,0.7066742564394478
MATCHA CUP,19.0,1439.76,36.05,2554.24,63.95,Stories Bayada,TABLE,FOOD,22-Jan-26,3994.0,0.6395192789183776
MEDIUM CHIPS,977.0,10726.16,17.16,51764.11,82.84,Stories Bayada,TABLE,FOOD,22-Jan-26,62490.270000000004,0.828354718262539
PINEAPPLE CUP,747.0,183632.52,68.15,85832.07,31.85,Stories Bayada,TABLE,FOOD,22-Jan-26,269464.58999999997,0.31852819697014745
SPECIALITY COFFEE ST BITES,91.0,4886.7,33.12,9870.06,66.88,Stories Bayada,TABLE,FOOD,22-Jan-26,14756.759999999998,0.6688500727802038
TIRAMISU CUP,293.0,48076.42,43.71,61908.57,56.29,Stories Bayada,TABLE,FOOD,22-Jan-26,109984.98999999999,0.5628819896242205
VANILLA  ASH,59.0,4470.82,36.05,7931.58,63.95,Stories Bayada,TABLE,FOOD,22-Jan-26,12402.4,0.6395197703670258
Total By Division:,3703.0,434375.73,56.21,338410.49,43.79,Stories Bayada,TABLE,FOOD,22-Jan-26,772786.22,0.4379095812552144
CHOCOLATE ROLL+DRINK,2.0,117.38,15.03,663.4,84.97,Stories Bayada,TABLE,FOOD,OFFER,780.78,0.849663157355465
PESTO HALLOUMI SUB+DRINK,1.0,114.46,29.32,275.93,70.68,Stories Bayada,TABLE,FOOD,OFFER,390.39,0.7068060144983223
TURKEY & CHEESE SUB+DRINK,2.0,200.65,20.88,760.31,79.12,Stories Bayada,TABLE,FOOD,OFFER,960.9599999999999,0.7911983849483849
Total By Division:,5.0,432.49,20.28,1699.64,79.72,Stories Bayada,TABLE,FOOD,OFFER,2132.13,0.797155895747445
SALAD BAR 1 VISIT,1127.0,0.0,0.0,857837.84,100.0,Stories Bayada,TABLE,FOOD,SALADS BAR,857837.84,1.0
Total By Division:,1127.0,0.0,0.0,857837.84,100.0,Stories Bayada,TABLE,FOOD,SALADS BAR,857837.84,1.0
BROWN CHICKEN CAESAR SANDWICH,712.0,132049.56,38.86,207726.11,61.14,Stories Bayada,TABLE,FOOD,SANDWICHES,339775.67,0.6113625204535686
BROWN CHICKEN TERIAKI SUB,3.0,510.72,42.56,689.28,57.44,Stories Bayada,TABLE,FOOD,SANDWICHES,1200.0,0.5744
BROWN LABNEH SUB,313.0,29877.37,33.32,59793.44,66.68,Stories Bayada,TABLE,FOOD,SANDWICHES,89670.81,0.6668105261901839
BROWN PESTO HALLOUMI SUB,836.0,110852.75,40.49,162904.61,59.51,Stories Bayada,TABLE,FOOD,SANDWICHES,273757.36,0.595069334391594
BROWN PULLED BEEF CHIMICHURRI SANDWICH,64.0,10862.84,37.68,17965.99,62.32,Stories Bayada,TABLE,FOOD,SANDWICHES,28828.83,0.6231952528076928
BROWN TUNA SUB,453.0,55698.59,32.38,116294.57,67.62,Stories Bayada,TABLE,FOOD,SANDWICHES,171993.16,0.6761581100085609
BROWN TURKEY & CHEESE SUB,1511.0,178999.36,30.2,413746.35,69.8,Stories Bayada,TABLE,FOOD,SANDWICHES,592745.71,0.6980166081674383
BROWN VEGGIE SUB,32.0,2505.14,20.49,9718.29,79.51,Stories Bayada,TABLE,FOOD,SANDWICHES,12223.43,0.7950542523661526
CHICKEN CAESAR SANDWICH,672.0,112441.86,37.5,187424.68,62.5,Stories Bayada,TABLE,FOOD,SANDWICHES,299866.54,0.6250269870056192
CHICKEN TERIAKI SUB,9.0,1368.92,41.48,1931.08,58.52,Stories Bayada,TABLE,FOOD,SANDWICHES,3300.0,0.5851757575757576
LABNEH SUB,674.0,52111.12,110.23,-4838.33,-10.23,Stories Bayada,TABLE,FOOD,SANDWICHES,47272.79,-0.1023491526520859
PESTO HALLOUMI SUB,402.0,46013.05,39.84,69476.96,60.16,Stories Bayada,TABLE,FOOD,SANDWICHES,115490.01000000001,0.6015841543350806
PULLED BEEF CHIMICHURRI SANDWICH,38.0,5760.54,36.06,10215.43,63.94,Stories Bayada,TABLE,FOOD,SANDWICHES,15975.970000000001,0.6394247109878148
TUNA SUB,404.0,42345.77,29.81,99707.5,70.19,Stories Bayada,TABLE,FOOD,SANDWICHES,142053.27,0.7019021807804917
TURKEY & CHEESE SUB,925.0,92801.09,27.8,241073.66,72.2,Stories Bayada,TABLE,FOOD,SANDWICHES,333874.75,0.722048193222159
VEGGIE SUB,2506.0,150727.96,2086.92,-143505.44,-1986.92,Stories Bayada,TABLE,FOOD,SANDWICHES,7222.5199999999895,-19.869164779052216
Total By Division:,9554.0,1024926.64,41.41,1450324.17,58.59,Stories Bayada,TABLE,FOOD,22-Jan-26,2475250.81,0.5859301870100185
ADD CHEDDAR CHEESE,58.0,207.64,5.7,3434.4,94.3,Stories Bayada,TABLE,FOOD,SUBS,3642.04,0.942987995738652
ADD CHICKEN,145.0,12944.98,65.06,6953.52,34.94,Stories Bayada,TABLE,FOOD,SUBS,19898.5,0.34944945598914495
ADD HALLOUM CHEESE,112.0,6308.33,59.16,4355.64,40.84,Stories Bayada,TABLE,FOOD,SUBS,10663.970000000001,0.4084445098776534
ADD PULLED BEEF,9.0,897.75,66.43,453.6,33.57,Stories Bayada,TABLE,FOOD,SUBS,1351.35,0.3356643356643357
ADD SMOKED TURKEY,212.0,8419.49,39.26,13028.56,60.74,Stories Bayada,TABLE,FOOD,SUBS,21448.05,0.6074472970736268
ADD TUNA,100.0,4778.54,34.92,8905.55,65.08,Stories Bayada,TABLE,FOOD,SUBS,13684.09,0.6507959243179487
Total By Division:,636.0,33556.73,47.47,37131.26,52.53,Stories Bayada,TABLE,FOOD,SUBS,70687.99,0.5252838565646017
Total By Category:,205844.0,7754077.28,36.96,13222903.41,63.04,Stories Bayada,TABLE,FOOD,SUBS,20976980.69,0.6303530334231336
